YEAR;MONTH;FLIGHT_NUMBER;ORIGIN;DESTINATION;DURATION;DELAY
2012;9;5026;TXL;DUS;95;-5
2010;4;5026;TXL;DUS;113;13
2010;9;5017;BHX;JER;86;21
2013;3;5006;MAD;BCN;103;18
2013;6;5015;SVQ;IST;86;26
2013;12;5023;GLA;SXF;162;-3
2012;9;5008;LPA;LUX;106;26
2011;5;5021;LTN;MAN;209;9
2013;3;5011;AMS;BGO;205;25
2011;9;5009;LUX;TGD;107;7
2010;2;5004;TBS;CGN;265;25
2012;1;5017;BHX;JER;74;9
2010;4;5004;TBS;CGN;268;28
2010;5;5015;SVQ;null;54;-6
2010;4;5002;BVA;FMM;111;21
2013;1;5016;IST;BHX;102;27
2010;8;5012;BGO;OSL;170;20
2012;6;5014;ACE;SVQ;46;6
2011;1;5016;IST;BHX;86;11
2011;7;5007;BCN;LPA;98;28
2012;12;5003;FMM;TBS;62;7
2011;2;5026;TXL;DUS;125;25
2010;3;5005;CGN;MAD;127;17
2012;12;5017;BHX;JER;89;24
2011;1;5021;LTN;MAN;206;6
2010;7;5017;BHX;JER;67;2
2013;10;5009;LUX;TGD;111;11
2010;10;5024;SXF;CDG;79;-1
2012;10;5026;TXL;DUS;90;-10
2013;6;5007;BCN;LPA;86;16
2013;9;5019;LCY;LPL;155;25
2011;8;5004;TBS;CGN;233;-7
2010;12;5004;TBS;CGN;270;30
2013;11;5025;CDG;TXL;93;23
2011;7;5009;LUX;TGD;94;-6
2010;11;5002;BVA;FMM;80;-10
2011;5;5004;TBS;CGN;239;-1
2013;2;5016;IST;BHX;106;31
2010;5;5008;LPA;LUX;72;-8
2012;6;5017;BHX;JER;55;-10
2012;11;5017;BHX;JER;91;26
2010;7;5012;BGO;OSL;157;7
2010;11;5006;MAD;BCN;105;20
2013;4;5008;LPA;LUX;95;15
2010;11;5000;TIA;MPL;101;1
2013;5;5014;ACE;SVQ;54;14
2013;7;5024;SXF;CDG;77;-3
2010;1;5026;TXL;DUS;129;29
2011;1;5011;AMS;BGO;175;-5
2013;1;5000;TIA;MPL;132;32
2011;8;5007;BCN;LPA;102;32
2011;12;5007;BCN;LPA;94;24
2010;5;5008;LPA;LUX;100;20
2013;9;5026;TXL;DUS;121;21
2010;2;5016;IST;BHX;87;12
2012;1;5001;MPL;null;145;25
2012;9;5008;LPA;LUX;74;-6
2012;3;5003;FMM;TBS;81;26
2011;9;5009;LUX;TGD;91;-9
2010;8;5017;BHX;JER;59;-6
2011;6;5026;TXL;DUS;115;15
2011;10;5025;CDG;TXL;71;1
2013;8;5009;LUX;TGD;123;23
2012;5;5013;OSL;ACE;178;8
2012;1;5023;GLA;SXF;165;0
2013;5;5026;TXL;DUS;115;15
2013;5;5009;LUX;TGD;126;26
2010;12;5025;CDG;TXL;76;6
2011;6;5015;SVQ;IST;95;35
2010;8;5026;TXL;DUS;103;3
2010;1;5000;TIA;MPL;122;22
2011;12;5022;MAN;GLA;213;3
2013;3;5024;SXF;CDG;96;16
2012;8;5000;TIA;MPL;94;-6
2010;6;5005;CGN;MAD;106;-4
2010;7;5008;LPA;LUX;70;-10
2010;11;5022;MAN;GLA;233;23
2012;3;5004;TBS;CGN;246;6
2012;7;5006;MAD;BCN;114;29
2011;7;5024;SXF;CDG;99;19
2010;2;5013;OSL;ACE;201;31
2012;1;5016;IST;BHX;80;5
2012;7;5011;AMS;BGO;186;6
2010;7;5020;LPL;LTN;174;19
2013;8;5000;TIA;MPL;127;27
2011;7;5020;LPL;LTN;165;10
2010;6;5007;BCN;LPA;65;-5
2013;3;5016;IST;BHX;68;-7
2012;5;5009;LUX;TGD;126;26
2011;7;5011;AMS;BGO;198;18
2012;2;5011;AMS;BGO;203;23
2013;11;5015;SVQ;IST;69;9
2012;7;5023;GLA;SXF;177;12
2012;8;5011;AMS;BGO;196;16
2012;12;5022;MAN;GLA;240;30
2012;3;5020;LPL;LTN;157;2
2013;9;5006;MAD;BCN;118;33
2012;5;5015;SVQ;null;56;-4
2011;10;5015;SVQ;IST;61;1
2013;1;5002;BVA;FMM;82;-8
2011;7;5025;CDG;TXL;101;31
2010;7;5020;LPL;LTN;180;25
2013;5;5025;CDG;TXL;84;14
2011;6;5011;AMS;BGO;192;12
2010;12;5018;JER;LCY;165;30
2012;1;5003;FMM;TBS;87;32
2011;4;5013;OSL;ACE;204;34
2011;11;5025;CDG;TXL;84;14
2012;9;5006;MAD;BCN;112;27
2011;2;5019;LCY;LPL;139;9
2012;9;5001;MPL;null;141;21
2012;4;5009;LUX;TGD;127;27
2010;6;5011;AMS;BGO;178;-2
2011;12;5001;MPL;BVA;124;4
2012;8;5012;BGO;OSL;148;-2
2013;1;5007;BCN;LPA;68;-2
2010;10;5011;AMS;BGO;194;14
2012;3;5022;MAN;GLA;245;35
2010;1;5016;IST;BHX;90;15
2010;7;5020;LPL;LTN;170;15
2013;3;5022;MAN;GLA;234;24
2010;5;5002;BVA;FMM;103;13
2012;6;5014;ACE;SVQ;31;-9
2010;1;5009;LUX;TGD;96;-4
2010;7;5026;TXL;DUS;95;-5
2010;11;5012;null;OSL;166;16
2012;12;5020;LPL;LTN;171;16
2010;7;5012;BGO;OSL;146;-4
2011;10;5003;FMM;TBS;50;-5
2013;8;5019;LCY;LPL;140;10
2013;5;5026;TXL;DUS;102;2
2013;3;5012;BGO;OSL;159;9
2012;2;5003;FMM;TBS;77;22
2013;1;5000;TIA;MPL;100;0
2013;8;5020;LPL;LTN;175;20
2010;7;5021;LTN;MAN;226;26
2012;4;5021;LTN;MAN;220;20
2012;12;5021;LTN;MAN;205;5
2010;10;5000;TIA;MPL;96;-4
2011;7;5022;MAN;GLA;243;33
2013;12;5001;MPL;BVA;114;-6
2013;9;5013;OSL;ACE;204;34
2011;11;5001;MPL;BVA;134;14
2013;3;5020;LPL;LTN;154;-1
2013;9;5026;TXL;DUS;97;-3
2011;7;5004;TBS;CGN;244;4
2011;7;5023;GLA;SXF;176;11
2013;2;5009;LUX;TGD;91;-9
2011;2;5023;GLA;SXF;172;7
2013;12;5002;BVA;FMM;106;16
2010;11;5000;TIA;MPL;114;14
2012;6;5013;OSL;ACE;189;19
2011;6;5013;OSL;ACE;167;-3
2011;6;5017;BHX;JER;82;17
2013;6;5019;LCY;LPL;143;13
2011;4;5019;LCY;LPL;123;-7
2013;9;5012;BGO;OSL;164;14
2011;3;5020;LPL;LTN;153;-2
2012;11;5005;CGN;MAD;108;-2
2013;12;5002;BVA;FMM;115;25
2012;1;5008;LPA;LUX;80;0
2012;1;5010;TGD;AMS;99;4
2010;6;5001;MPL;BVA;151;31
2013;11;5017;BHX;JER;84;19
2013;12;5005;CGN;MAD;122;12
2012;8;5007;BCN;LPA;86;16
2012;4;5023;GLA;SXF;165;0
2011;9;5014;ACE;SVQ;38;-2
2011;6;5014;ACE;SVQ;43;3
2013;10;5005;CGN;MAD;103;-7
2013;2;5003;FMM;TBS;88;33
2013;5;5014;ACE;SVQ;58;18
2010;5;5016;IST;BHX;84;9
2013;11;5012;BGO;OSL;184;34
2010;6;5012;BGO;OSL;158;8
2013;6;5002;BVA;FMM;89;-1
2010;5;5013;OSL;ACE;205;35
2010;5;5025;CDG;TXL;66;-4
2010;8;5014;ACE;SVQ;40;0
2011;1;5010;TGD;AMS;87;-8
2013;1;5019;LCY;LPL;134;4
2012;4;5006;MAD;BCN;81;-4
2010;1;5021;LTN;MAN;199;-1
2010;11;5018;JER;LCY;130;-5
2010;7;5009;LUX;TGD;110;10
2012;8;5001;MPL;BVA;139;19
2013;3;5020;LPL;LTN;186;31
2010;5;5021;LTN;MAN;219;19
2011;1;5014;ACE;SVQ;65;25
2011;11;5010;TGD;AMS;112;17
2012;9;5012;BGO;OSL;174;24
2011;4;5012;BGO;OSL;164;14
2011;5;5012;BGO;OSL;184;34
2013;2;5016;IST;BHX;92;17
2010;8;5009;LUX;TGD;120;20
2013;11;5017;BHX;JER;94;29
2013;10;5022;MAN;GLA;236;26
2010;1;5026;TXL;DUS;112;12
2013;7;5002;BVA;FMM;80;-10
2012;9;5021;LTN;MAN;195;-5
2010;1;5025;CDG;TXL;89;19
2012;1;5019;LCY;LPL;133;3
2013;2;5020;LPL;LTN;188;33
2012;9;5001;MPL;BVA;120;0
2013;2;5020;LPL;LTN;162;7
2011;7;5022;MAN;GLA;203;-7
2012;1;5018;JER;LCY;155;20
2010;7;5004;TBS;CGN;247;7
2013;2;5009;LUX;TGD;102;2
2010;6;5009;LUX;TGD;132;32
2013;4;5010;TGD;AMS;114;19
2012;8;5019;LCY;LPL;154;24
2010;7;5020;LPL;LTN;151;-4
2011;5;5010;TGD;AMS;94;-1
2010;12;5014;ACE;SVQ;42;2
2010;9;5024;SXF;CDG;75;-5
2010;7;5011;AMS;BGO;170;-10
2013;3;5009;LUX;TGD;135;35
2012;4;5014;ACE;SVQ;54;14
2010;3;5010;TGD;AMS;110;15
2012;3;5004;TBS;CGN;244;4
2013;7;5023;GLA;SXF;185;20
2013;9;5002;BVA;FMM;82;-8
2012;3;5013;OSL;ACE;161;-9
2013;10;5007;BCN;LPA;100;30
2013;2;5010;TGD;AMS;90;-5
2011;5;5006;MAD;BCN;102;17
2011;4;5017;BHX;JER;83;18
2013;11;5022;MAN;GLA;225;15
2010;5;5013;OSL;ACE;170;0
2010;2;5020;LPL;LTN;169;14
2013;2;5004;TBS;CGN;249;9
2013;9;5010;TGD;AMS;104;9
2011;4;5004;TBS;CGN;263;23
2010;1;5017;BHX;JER;68;3
2013;12;5001;MPL;BVA;124;4
2013;6;5007;BCN;LPA;77;7
2011;5;5020;LPL;LTN;165;10
2010;12;5008;LPA;LUX;79;-1
2012;3;5002;BVA;FMM;82;-8
2011;7;5026;TXL;DUS;118;18
2010;1;5018;JER;LCY;140;5
2013;9;5018;JER;LCY;162;27
2013;7;5024;SXF;CDG;104;24
2011;10;5008;LPA;LUX;85;5
2013;8;5016;IST;BHX;86;11
2013;5;5006;MAD;BCN;78;-7
2013;10;5008;LPA;LUX;87;7
2012;2;5008;LPA;LUX;98;18
2011;8;5003;FMM;TBS;83;28
2012;11;5026;TXL;DUS;119;19
2010;2;5019;LCY;LPL;161;31
2012;9;5019;LCY;LPL;150;20
2012;10;5025;CDG;TXL;61;-9
2010;5;5023;GLA;SXF;200;35
2011;11;5026;TXL;DUS;107;7
2011;1;5007;BCN;LPA;89;19
2012;10;5017;BHX;JER;73;8
2013;3;5007;BCN;LPA;100;30
2011;5;5003;FMM;TBS;61;6
2010;6;5026;TXL;DUS;114;14
2010;2;5004;TBS;CGN;233;-7
2012;12;5013;OSL;ACE;185;15
2011;11;5000;TIA;MPL;93;-7
2011;12;5017;BHX;JER;84;19
2013;4;5005;CGN;MAD;119;9
2011;6;5023;GLA;SXF;181;16
2013;10;5022;MAN;GLA;210;0
2013;9;5025;CDG;TXL;62;-8
2011;1;5001;MPL;BVA;153;33
2013;8;5013;OSL;ACE;171;1
2012;4;5004;TBS;CGN;239;-1
2013;5;5012;null;OSL;155;5
2010;4;5001;MPL;BVA;152;32
2011;4;5004;TBS;CGN;234;-6
2011;1;5010;TGD;AMS;128;33
2013;8;5010;TGD;AMS;88;-7
2010;8;5019;LCY;LPL;164;34
2011;9;5000;TIA;MPL;126;26
2011;8;5007;BCN;LPA;103;33
2011;6;5012;BGO;OSL;182;32
2010;9;5011;AMS;BGO;192;12
2010;5;5023;GLA;SXF;183;18
2010;8;5017;BHX;JER;80;15
2011;3;5026;TXL;DUS;97;-3
2013;12;5009;LUX;TGD;129;29
2010;7;5001;MPL;BVA;137;17
2013;4;5000;TIA;MPL;110;10
2011;7;5003;FMM;TBS;57;2
2013;12;5011;AMS;BGO;178;-2
2012;1;5021;LTN;MAN;201;1
2013;8;5014;ACE;SVQ;34;-6
2012;7;5016;IST;BHX;68;-7
2011;4;5006;MAD;BCN;106;21
2010;12;5008;LPA;LUX;101;21
2012;1;5015;SVQ;IST;58;-2
2011;12;5016;IST;BHX;89;14
2010;5;5018;JER;LCY;138;3
2013;11;5009;LUX;TGD;121;21
2012;9;5005;CGN;MAD;140;30
2010;3;5002;BVA;FMM;89;-1
2010;6;5012;BGO;OSL;173;23
2013;11;5022;MAN;GLA;238;28
2012;9;5017;BHX;JER;95;30
2012;9;5003;FMM;TBS;68;13
2011;7;5016;IST;BHX;65;-10
2010;8;5021;LTN;MAN;207;7
2013;5;5023;GLA;SXF;169;4
2010;5;5011;AMS;BGO;188;8
2012;9;5018;JER;LCY;166;31
2012;1;5013;OSL;ACE;172;2
2011;6;5001;MPL;BVA;135;15
2010;12;5020;LPL;LTN;166;11
2013;11;5018;JER;LCY;155;20
2011;11;5017;BHX;JER;84;19
2012;1;5006;MAD;BCN;78;-7
2011;2;5000;TIA;MPL;94;-6
2012;3;5000;TIA;MPL;130;30
2010;2;5001;MPL;BVA;115;-5
2013;12;5002;BVA;FMM;110;20
2010;4;5017;BHX;JER;65;0
2012;4;5017;BHX;JER;94;29
2011;3;5025;CDG;TXL;104;34
2012;4;5019;LCY;LPL;120;-10
2011;5;5009;LUX;TGD;121;21
2013;3;5016;IST;BHX;87;12
2011;5;5002;BVA;FMM;122;32
2013;12;5006;MAD;BCN;84;-1
2011;7;5024;SXF;CDG;78;-2
2012;12;5012;null;OSL;174;24
2013;2;5008;LPA;LUX;83;3
2013;2;5005;CGN;MAD;128;18
2013;8;5003;FMM;TBS;68;13
2012;8;5000;TIA;MPL;134;34
2012;12;5021;LTN;MAN;195;-5
2013;9;5014;ACE;SVQ;74;34
2013;9;5004;TBS;CGN;271;31
2012;3;5006;MAD;BCN;89;4
2010;4;5018;JER;LCY;149;14
2013;9;5000;TIA;MPL;108;8
2012;4;5013;OSL;ACE;200;30
2013;9;5013;OSL;ACE;167;-3
2011;10;5018;JER;LCY;138;3
2010;9;5012;BGO;OSL;177;27
2010;4;5010;TGD;AMS;110;15
2012;1;5009;LUX;TGD;131;31
2013;4;5013;OSL;ACE;163;-7
2013;3;5000;TIA;MPL;117;17
2011;10;5014;ACE;SVQ;50;10
2011;7;5017;BHX;JER;82;17
2011;4;5007;BCN;LPA;92;22
2012;8;5021;LTN;MAN;232;32
2011;9;5017;BHX;JER;66;1
2012;9;5000;TIA;MPL;125;25
2010;8;5018;JER;LCY;164;29
2011;4;5010;TGD;AMS;94;-1
2012;1;5002;BVA;FMM;115;25
2011;8;5016;IST;BHX;105;30
2013;7;5020;LPL;LTN;165;10
2011;12;5003;FMM;TBS;61;6
2012;10;5011;AMS;BGO;211;31
2012;7;5020;LPL;LTN;166;11
2013;6;5024;SXF;CDG;104;24
2013;11;5003;FMM;TBS;56;1
2010;10;5019;LCY;LPL;137;7
2013;6;5016;IST;BHX;98;23
2013;12;5021;LTN;MAN;200;0
2010;2;5002;BVA;FMM;116;26
2013;10;5010;TGD;AMS;129;34
2011;2;5005;CGN;MAD;111;1
2011;6;5023;GLA;SXF;185;20
2010;7;5015;SVQ;IST;70;10
2012;10;5024;SXF;CDG;108;28
2010;11;5004;TBS;CGN;258;18
2012;1;5016;IST;BHX;80;5
2012;3;5002;BVA;FMM;125;35
2012;10;5022;MAN;GLA;244;34
2011;12;5002;BVA;FMM;113;23
2012;10;5009;LUX;TGD;119;19
2012;5;5020;LPL;LTN;149;-6
2010;9;5010;TGD;AMS;90;-5
2010;1;5014;ACE;SVQ;35;-5
2013;9;5003;FMM;TBS;71;16
2010;9;5010;TGD;AMS;126;31
2012;8;5006;MAD;BCN;102;17
2011;11;5009;LUX;TGD;108;8
2012;3;5026;TXL;DUS;114;14
2013;5;5003;FMM;TBS;84;29
2010;1;5005;CGN;MAD;131;21
2012;7;5018;JER;LCY;153;18
2012;7;5010;TGD;AMS;93;-2
2011;9;5007;BCN;LPA;99;29
2012;7;5017;BHX;JER;92;27
2011;8;5017;BHX;JER;60;-5
2012;5;5006;MAD;BCN;106;21
2012;3;5013;OSL;ACE;200;30
2012;3;5018;JER;LCY;157;22
2013;1;5012;BGO;OSL;142;-8
2011;8;5014;ACE;SVQ;55;15
2013;11;5008;LPA;LUX;71;-9
2010;12;5008;LPA;LUX;108;28
2013;4;5008;LPA;LUX;88;8
2010;8;5000;TIA;MPL;101;1
2010;4;5000;TIA;MPL;98;-2
2010;6;5025;CDG;TXL;62;-8
2013;5;5010;TGD;AMS;127;32
2013;5;5013;OSL;ACE;201;31
2013;6;5009;LUX;TGD;129;29
2011;5;5005;CGN;MAD;133;23
2010;9;5026;TXL;DUS;122;22
2013;5;5000;TIA;MPL;135;35
2012;3;5017;BHX;JER;86;21
2012;12;5004;TBS;CGN;266;26
2013;7;5003;FMM;TBS;49;-6
2013;8;5006;MAD;BCN;114;29
2010;4;5006;MAD;BCN;86;1
2013;10;5021;LTN;MAN;203;3
2011;3;5020;LPL;LTN;172;17
2012;5;5009;LUX;TGD;91;-9
2011;9;5024;SXF;CDG;112;32
2010;10;5011;AMS;BGO;183;3
2010;9;5005;CGN;MAD;109;-1
2012;1;5010;TGD;AMS;117;22
2012;8;5006;MAD;BCN;78;-7
2010;10;5015;SVQ;null;91;31
2012;7;5000;TIA;MPL;131;31
2013;4;5006;MAD;BCN;90;5
2012;12;5019;LCY;LPL;120;-10
2010;7;5013;OSL;ACE;203;33
2011;4;5010;TGD;AMS;87;-8
2012;2;5009;LUX;TGD;107;7
2012;4;5018;JER;LCY;148;13
2013;7;5004;TBS;CGN;262;22
2011;7;5026;TXL;DUS;116;16
2013;11;5018;JER;LCY;156;21
2013;12;5016;IST;BHX;75;0
2011;3;5001;MPL;BVA;149;29
2010;11;5024;SXF;CDG;97;17
2011;7;5014;ACE;SVQ;37;-3
2012;8;5007;BCN;LPA;83;13
2010;9;5024;SXF;CDG;100;20
2013;9;5012;null;OSL;178;28
2013;1;5005;CGN;MAD;124;14
2012;6;5000;TIA;MPL;128;28
2012;2;5001;MPL;BVA;154;34
2010;5;5019;LCY;LPL;146;16
2011;12;5013;OSL;ACE;162;-8
2013;8;5019;LCY;LPL;154;24
2013;7;5002;BVA;FMM;96;6
2013;7;5011;AMS;BGO;179;-1
2010;8;5018;JER;LCY;155;20
2011;1;5023;GLA;SXF;157;-8
2010;6;5006;MAD;BCN;119;34
2013;4;5008;LPA;LUX;87;7
2010;8;5025;CDG;TXL;103;33
2012;12;5008;LPA;LUX;96;16
2013;10;5013;OSL;ACE;201;31
2010;5;5026;TXL;DUS;90;-10
2012;1;5015;SVQ;IST;82;22
2013;11;5019;LCY;LPL;159;29
2013;4;5025;CDG;TXL;87;17
2013;5;5002;BVA;FMM;104;14
2011;6;5019;LCY;LPL;124;-6
2010;2;5002;BVA;FMM;110;20
2010;3;5000;TIA;MPL;109;9
2012;5;5018;JER;LCY;154;19
2011;12;5012;BGO;OSL;140;-10
2013;1;5010;TGD;AMS;86;-9
2013;12;5024;SXF;CDG;79;-1
2011;4;5007;BCN;LPA;101;31
2010;5;5005;CGN;MAD;126;16
2012;1;5023;GLA;SXF;157;-8
2010;12;5021;LTN;MAN;234;34
2013;11;5011;AMS;BGO;175;-5
2012;2;5022;MAN;GLA;202;-8
2010;6;5010;TGD;AMS;113;18
2012;11;5021;LTN;MAN;212;12
2010;11;5015;SVQ;IST;89;29
2013;9;5007;BCN;LPA;98;28
2013;11;5019;LCY;LPL;126;-4
2013;12;5007;BCN;LPA;102;32
2012;4;5005;CGN;MAD;138;28
2011;6;5007;BCN;LPA;86;16
2011;8;5009;LUX;TGD;117;17
2010;1;5019;LCY;LPL;160;30
2012;3;5022;MAN;GLA;226;16
2010;11;5026;TXL;DUS;132;32
2012;8;5008;LPA;LUX;99;19
2010;8;5003;FMM;TBS;68;13
2013;2;5010;TGD;AMS;114;19
2011;7;5011;AMS;BGO;202;22
2011;9;5014;ACE;SVQ;35;-5
2010;9;5026;TXL;DUS;131;31
2012;11;5022;MAN;GLA;237;27
2012;1;5007;BCN;LPA;102;32
2012;2;5016;IST;BHX;82;7
2010;11;5007;BCN;LPA;88;18
2010;11;5003;FMM;TBS;65;10
2010;10;5026;TXL;DUS;131;31
2011;4;5007;BCN;LPA;103;33
2011;12;5022;MAN;GLA;233;23
2010;11;5009;LUX;TGD;118;18
2013;10;5004;TBS;CGN;244;4
2013;9;5014;ACE;SVQ;33;-7
2010;10;5019;LCY;LPL;128;-2
2012;4;5001;MPL;BVA;121;1
2013;11;5003;FMM;TBS;62;7
2011;10;5007;BCN;LPA;100;30
2010;8;5006;MAD;BCN;97;12
2010;1;5019;LCY;LPL;143;13
2011;8;5018;JER;LCY;169;34
2012;11;5000;TIA;MPL;135;35
2012;1;5004;TBS;CGN;252;12
2010;3;5007;BCN;LPA;101;31
2013;4;5006;MAD;BCN;82;-3
2010;9;5018;JER;LCY;130;-5
2010;4;5015;SVQ;IST;61;1
2013;9;5024;SXF;CDG;100;20
2011;10;5020;LPL;LTN;171;16
2012;11;5026;TXL;DUS;108;8
2013;5;5010;TGD;AMS;89;-6
2011;5;5012;BGO;OSL;164;14
2013;7;5012;BGO;OSL;148;-2
2010;6;5008;LPA;LUX;73;-7
2013;7;5025;CDG;TXL;68;-2
2011;6;5007;BCN;LPA;99;29
2012;1;5017;BHX;JER;81;16
2011;1;5012;BGO;OSL;151;1
2013;8;5022;MAN;GLA;205;-5
2012;1;5004;TBS;CGN;256;16
2010;4;5016;IST;BHX;96;21
2010;7;5007;BCN;LPA;103;33
2010;10;5008;LPA;LUX;73;-7
2011;8;5024;SXF;CDG;88;8
2013;1;5024;SXF;CDG;110;30
2011;2;5013;OSL;ACE;170;0
2010;1;5013;OSL;ACE;174;4
2011;1;5007;BCN;LPA;97;27
2012;8;5013;OSL;ACE;191;21
2010;1;5018;JER;LCY;136;1
2012;12;5019;LCY;LPL;140;10
2012;1;5020;LPL;LTN;154;-1
2013;12;5002;BVA;FMM;94;4
2010;1;5011;AMS;BGO;183;3
2011;4;5001;MPL;BVA;145;25
2013;10;5026;TXL;DUS;109;9
2011;12;5000;TIA;MPL;112;12
2012;7;5015;SVQ;IST;91;31
2012;3;5018;JER;LCY;127;-8
2013;11;5001;MPL;BVA;153;33
2011;9;5009;LUX;TGD;92;-8
2012;12;5022;MAN;GLA;202;-8
2012;7;5019;LCY;LPL;145;15
2012;12;5022;MAN;GLA;220;10
2012;4;5012;null;OSL;165;15
2013;8;5022;MAN;GLA;235;25
2012;8;5018;JER;LCY;130;-5
2011;12;5009;LUX;TGD;127;27
2011;6;5021;LTN;MAN;227;27
2011;9;5016;IST;BHX;73;-2
2010;6;5025;CDG;TXL;85;15
2012;12;5023;GLA;SXF;176;11
2012;11;5001;MPL;BVA;132;12
2011;2;5018;JER;LCY;130;-5
2013;6;5011;AMS;BGO;184;4
2010;6;5018;JER;LCY;159;24
2010;8;5025;CDG;TXL;86;16
2010;10;5024;null;CDG;72;-8
2012;3;5020;LPL;LTN;175;20
2013;10;5020;LPL;LTN;165;10
2013;6;5024;null;CDG;115;35
2011;11;5015;SVQ;null;69;9
2010;1;5016;IST;BHX;85;10
2010;10;5014;ACE;SVQ;30;-10
2013;3;5021;LTN;MAN;230;30
2011;5;5017;BHX;JER;94;29
2011;2;5005;CGN;MAD;122;12
2011;11;5008;LPA;LUX;101;21
2011;7;5003;FMM;TBS;81;26
2011;10;5001;MPL;BVA;142;22
2013;11;5016;IST;BHX;76;1
2013;6;5023;GLA;SXF;181;16
2010;12;5011;AMS;BGO;193;13
2011;8;5018;JER;LCY;146;11
2012;2;5004;TBS;CGN;262;22
2011;9;5009;LUX;TGD;121;21
2011;5;5021;LTN;MAN;205;5
2012;3;5017;BHX;JER;82;17
2011;11;5024;SXF;CDG;99;19
2013;9;5019;LCY;LPL;138;8
2013;4;5002;BVA;FMM;108;18
2010;10;5009;LUX;TGD;120;20
2010;2;5008;LPA;LUX;79;-1
2010;4;5002;BVA;FMM;82;-8
2010;6;5010;TGD;AMS;109;14
2012;5;5026;TXL;DUS;122;22
2013;10;5022;MAN;GLA;202;-8
2010;2;5025;CDG;TXL;91;21
2013;7;5005;CGN;MAD;106;-4
2011;3;5020;LPL;LTN;172;17
2011;7;5018;JER;LCY;125;-10
2010;12;5015;SVQ;IST;73;13
2013;3;5022;MAN;GLA;206;-4
2013;6;5026;TXL;DUS;102;2
2013;1;5013;OSL;ACE;171;1
2013;6;5018;JER;LCY;142;7
2011;12;5000;TIA;MPL;103;3
2012;7;5006;MAD;BCN;101;16
2011;2;5026;TXL;DUS;120;20
2013;8;5003;FMM;TBS;61;6
2012;3;5005;CGN;MAD;128;18
2013;1;5024;SXF;CDG;114;34
2013;7;5002;BVA;FMM;113;23
2013;5;5024;SXF;CDG;113;33
2011;11;5022;MAN;GLA;223;13
2010;6;5001;MPL;BVA;138;18
2010;7;5008;LPA;LUX;105;25
2010;11;5010;TGD;AMS;90;-5
2012;4;5018;JER;LCY;154;19
2011;8;5020;LPL;LTN;147;-8
2012;5;5000;TIA;MPL;94;-6
2013;3;5016;IST;BHX;99;24
2012;8;5011;AMS;BGO;206;26
2013;2;5005;CGN;MAD;111;1
2013;3;5001;MPL;BVA;111;-9
2010;3;5006;MAD;BCN;112;27
2010;9;5026;TXL;DUS;94;-6
2011;8;5025;CDG;TXL;63;-7
2010;10;5018;JER;LCY;128;-7
2012;12;5023;GLA;SXF;188;23
2013;10;5014;ACE;SVQ;71;31
2013;8;5003;FMM;TBS;55;0
2013;4;5021;LTN;MAN;201;1
2010;9;5017;BHX;JER;65;0
2012;7;5024;SXF;CDG;80;0
2013;3;5014;ACE;SVQ;57;17
2013;6;5022;MAN;GLA;205;-5
2010;12;5020;LPL;LTN;181;26
2011;1;5003;FMM;TBS;52;-3
2010;4;5021;LTN;MAN;228;28
2010;12;5002;BVA;FMM;101;11
2012;7;5019;LCY;LPL;132;2
2013;8;5012;BGO;OSL;164;14
2011;9;5000;TIA;MPL;108;8
2012;1;5001;MPL;BVA;126;6
2011;1;5022;MAN;GLA;238;28
2011;5;5019;LCY;LPL;146;16
2012;4;5026;TXL;DUS;95;-5
2011;8;5018;JER;LCY;128;-7
2011;9;5005;CGN;MAD;119;9
2013;7;5002;BVA;FMM;116;26
2012;3;5001;MPL;BVA;146;26
2012;3;5014;ACE;SVQ;38;-2
2012;9;5012;BGO;OSL;164;14
2011;8;5012;BGO;OSL;184;34
2013;8;5014;ACE;SVQ;33;-7
2011;3;5003;FMM;TBS;88;33
2012;6;5025;CDG;TXL;98;28
2010;9;5015;SVQ;IST;88;28
2011;3;5020;LPL;LTN;179;24
2011;5;5017;BHX;JER;87;22
2011;1;5000;TIA;MPL;107;7
2010;6;5003;FMM;TBS;57;2
2012;10;5011;AMS;BGO;183;3
2012;10;5003;FMM;TBS;72;17
2012;3;5009;LUX;TGD;132;32
2010;5;5005;CGN;MAD;121;11
2013;5;5023;GLA;SXF;174;9
2010;8;5020;LPL;LTN;146;-9
2012;1;5026;TXL;DUS;123;23
2010;3;5013;OSL;ACE;169;-1
2013;11;5005;CGN;MAD;145;35
2012;12;5012;BGO;OSL;162;12
2012;9;5004;TBS;CGN;231;-9
2013;7;5015;SVQ;IST;93;33
2011;11;5012;BGO;OSL;144;-6
2012;9;5017;BHX;JER;96;31
2012;5;5010;TGD;AMS;91;-4
2013;12;5021;LTN;MAN;209;9
2011;5;5014;ACE;SVQ;71;31
2011;4;5011;AMS;BGO;208;28
2010;11;5008;LPA;LUX;100;20
2011;8;5005;CGN;MAD;133;23
2011;6;5017;BHX;JER;73;8
2011;10;5026;TXL;DUS;106;6
2013;8;5019;LCY;LPL;123;-7
2010;4;5013;OSL;ACE;176;6
2013;11;5021;LTN;MAN;212;12
2012;8;5009;LUX;TGD;97;-3
2011;8;5010;TGD;AMS;104;9
2011;11;5023;GLA;SXF;155;-10
2012;10;5012;BGO;OSL;179;29
2010;9;5005;CGN;MAD;115;5
